Term	Grantham_Val	Annotation	Haploblock
GO:0045893	509	positive regulation of transcription, DNA-templated	PETPET_05_syn1
GO:0045995	46	regulation of embryonic development	PETPET_05_syn1
GO:0046512	24	sphingosine biosynthetic process	PETPET_05_syn1
GO:0046513	24	ceramide biosynthetic process	PETPET_05_syn1
GO:0046521	22	sphingoid catabolic process	PETPET_05_syn1
GO:0046686	123	response to cadmium ion	PETPET_05_syn1
GO:0046688	749	response to copper ion	PETPET_05_syn1
GO:0046777	21	protein autophosphorylation	PETPET_05_syn1
GO:0046855	145	inositol phosphate dephosphorylation	PETPET_05_syn1
GO:0046856	293	phosphatidylinositol dephosphorylation	PETPET_05_syn1
GO:0048317	746	seed morphogenesis	PETPET_05_syn1
GO:0048364	390	root development	PETPET_05_syn1
GO:0048467	96	gynoecium development	PETPET_05_syn1
GO:0048481	211	plant ovule development	PETPET_05_syn1
GO:0048510	1261	regulation of timing of transition from vegetative to reproductive phase	PETPET_05_syn1
GO:0048571	196	long-day photoperiodism	PETPET_05_syn1
GO:0048653	197	anther development	PETPET_05_syn1
GO:0048658	32	anther wall tapetum development	PETPET_05_syn1
GO:0048731	46	system development	PETPET_05_syn1
GO:0050790	116	regulation of catalytic activity	PETPET_05_syn1
GO:0050801	64	ion homeostasis	PETPET_05_syn1
GO:0050821	88	protein stabilization	PETPET_05_syn1
GO:0050826	45	response to freezing	PETPET_05_syn1
GO:0050829	527	defense response to Gram-negative bacterium	PETPET_05_syn1
GO:0050832	516	defense response to fungus	PETPET_05_syn1
GO:0051017	22	actin filament bundle assembly	PETPET_05_syn1
GO:0051090	227	regulation of DNA-binding transcription factor activity	PETPET_05_syn1
GO:0051260	58	protein homooligomerization	PETPET_05_syn1
GO:0051289	227	protein homotetramerization	PETPET_05_syn1
GO:0051301	335	cell division	PETPET_05_syn1
GO:0051302	126	regulation of cell division	PETPET_05_syn1
GO:0051321	222	meiotic cell cycle	PETPET_05_syn1
GO:0051484	29	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process	PETPET_05_syn1
GO:0051513	160	regulation of monopolar cell growth	PETPET_05_syn1
GO:0051865	50	protein autoubiquitination	PETPET_05_syn1
GO:0055046	183	microgametogenesis	PETPET_05_syn1
GO:0055085	176	transmembrane transport	PETPET_05_syn1
GO:0060548	50	negative regulation of cell death	PETPET_05_syn1
GO:0060628	80	regulation of ER to Golgi vesicle-mediated transport	PETPET_05_syn1
GO:0060866	527	leaf abscission	PETPET_05_syn1
GO:0061087	187	positive regulation of histone H3-K27 methylation	PETPET_05_syn1
GO:0070262	130	peptidyl-serine dephosphorylation	PETPET_05_syn1
GO:0070301	143	cellular response to hydrogen peroxide	PETPET_05_syn1
GO:0070646	10	protein modification by small protein removal	PETPET_05_syn1
GO:0070829	187	heterochromatin maintenance	PETPET_05_syn1
GO:0071277	50	cellular response to calcium ion	PETPET_05_syn1
GO:0071456	377	cellular response to hypoxia	PETPET_05_syn1
GO:0071472	110	cellular response to salt stress	PETPET_05_syn1
GO:0072593	98	reactive oxygen species metabolic process	PETPET_05_syn1
GO:0080022	203	primary root development	PETPET_05_syn1
GO:0080052	112	response to histidine	PETPET_05_syn1
GO:0080053	112	response to phenylalanine	PETPET_05_syn1
GO:0080060	46	integument development	PETPET_05_syn1
GO:0080086	96	stamen filament development	PETPET_05_syn1
GO:0080142	666	regulation of salicylic acid biosynthetic process	PETPET_05_syn1
GO:0080186	45	developmental vegetative growth	PETPET_05_syn1
GO:0090057	99	root radial pattern formation	PETPET_05_syn1
GO:0090333	29	regulation of stomatal closure	PETPET_05_syn1
GO:0090351	191	seedling development	PETPET_05_syn1
GO:0090357	227	regulation of tryptophan metabolic process	PETPET_05_syn1
GO:0090436	187	leaf pavement cell development	PETPET_05_syn1
GO:0099402	203	plant organ development	PETPET_05_syn1
GO:0106167	227	extracellular ATP signaling	PETPET_05_syn1
GO:0110102	60	ribulose bisphosphate carboxylase complex assembly	PETPET_05_syn1
GO:1900055	203	regulation of leaf senescence	PETPET_05_syn1
GO:1900111	187	positive regulation of histone H3-K9 dimethylation	PETPET_05_syn1
GO:1900363	187	regulation of mRNA polyadenylation	PETPET_05_syn1
GO:1900425	23	negative regulation of defense response to bacterium	PETPET_05_syn1
GO:1900865	754	chloroplast RNA modification	PETPET_05_syn1
GO:1901259	60	chloroplast rRNA processing	PETPET_05_syn1
GO:1901656	320	glycoside transport	PETPET_05_syn1
GO:1902074	203	response to salt	PETPET_05_syn1
GO:1902290	186	positive regulation of defense response to oomycetes	PETPET_05_syn1
GO:1902448	358	positive regulation of shade avoidance	PETPET_05_syn1
GO:1902775	60	mitochondrial large ribosomal subunit assembly	PETPET_05_syn1
GO:1903288	211	positive regulation of potassium ion import across plasma membrane	PETPET_05_syn1
GO:1904278	94	positive regulation of wax biosynthetic process	PETPET_05_syn1
GO:1905177	338	tracheary element differentiation	PETPET_05_syn1
GO:1990110	455	callus formation	PETPET_05_syn1
GO:2000024	187	regulation of leaf development	PETPET_05_syn1
GO:2000033	94	regulation of seed dormancy process	PETPET_05_syn1
GO:2000034	58	regulation of seed maturation	PETPET_05_syn1
GO:2000068	227	regulation of defense response to insect	PETPET_05_syn1
GO:2000143	107	negative regulation of DNA-templated transcription, initiation	PETPET_05_syn1
GO:2000652	565	regulation of secondary cell wall biogenesis	PETPET_05_syn1
GO:2001020	222	regulation of response to DNA damage stimulus	PETPET_05_syn1
GO:0000103	58	sulfate assimilation	PETPET_09_syn1
GO:0000165	58	MAPK cascade	PETPET_09_syn1
GO:0000209	81	protein polyubiquitination	PETPET_09_syn1
GO:0000226	46	microtubule cytoskeleton organization	PETPET_09_syn1
GO:0000245	307	spliceosomal complex assembly	PETPET_09_syn1
GO:0000278	46	mitotic cell cycle	PETPET_09_syn1
GO:0000302	1103	response to reactive oxygen species	PETPET_09_syn1
GO:0000398	383	mRNA splicing, via spliceosome	PETPET_09_syn1
GO:0000462	171	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PETPET_09_syn1
GO:0001666	359	response to hypoxia	PETPET_09_syn1
GO:0002229	1161	defense response to oomycetes	PETPET_09_syn1
GO:0002230	87	positive regulation of defense response to virus by host	PETPET_09_syn1
GO:0002239	441	response to oomycetes	PETPET_09_syn1
GO:0003333	115	amino acid transmembrane transport	PETPET_09_syn1
GO:0005975	623	carbohydrate metabolic process	PETPET_09_syn1
GO:0005985	451	sucrose metabolic process	PETPET_09_syn1
GO:0005992	81	trehalose biosynthetic process	PETPET_09_syn1
GO:0006075	149	(1->3)-beta-D-glucan biosynthetic process	PETPET_09_syn1
GO:0006282	87	regulation of DNA repair	PETPET_09_syn1
GO:0006351	172	transcription, DNA-templated	PETPET_09_syn1
GO:0006355	3627	regulation of transcription, DNA-templated	PETPET_09_syn1
GO:0006364	758	rRNA processing	PETPET_09_syn1
GO:0006396	165	RNA processing	PETPET_09_syn1
GO:0006401	58	RNA catabolic process	PETPET_09_syn1
GO:0006468	1846	protein phosphorylation	PETPET_09_syn1
GO:0006470	239	protein dephosphorylation	PETPET_09_syn1
GO:0006499	303	N-terminal protein myristoylation	PETPET_09_syn1
GO:0006511	316	ubiquitin-dependent protein catabolic process	PETPET_09_syn1
GO:0006515	67	protein quality control for misfolded or incompletely synthesized proteins	PETPET_09_syn1
GO:0006516	67	glycoprotein catabolic process	PETPET_09_syn1
GO:0006517	67	protein deglycosylation	PETPET_09_syn1
GO:0006526	228	arginine biosynthetic process	PETPET_09_syn1
GO:0006537	81	glutamate biosynthetic process	PETPET_09_syn1
GO:0006541	228	glutamine metabolic process	PETPET_09_syn1
GO:0006596	149	polyamine biosynthetic process	PETPET_09_syn1
GO:0006597	149	spermine biosynthetic process	PETPET_09_syn1
GO:0006612	342	protein targeting to membrane	PETPET_09_syn1
GO:0006629	314	lipid metabolic process	PETPET_09_syn1
GO:0006631	266	fatty acid metabolic process	PETPET_09_syn1
GO:0006644	56	phospholipid metabolic process	PETPET_09_syn1
GO:0006790	58	sulfur compound metabolic process	PETPET_09_syn1
GO:0006807	228	nitrogen compound metabolic process	PETPET_09_syn1
GO:0006809	255	nitric oxide biosynthetic process	PETPET_09_syn1
GO:0006810	38	transport	PETPET_09_syn1
GO:0006813	145	potassium ion transport	PETPET_09_syn1
GO:0006816	377	calcium ion transport	PETPET_09_syn1
GO:0006826	180	iron ion transport	PETPET_09_syn1
GO:0006833	181	water transport	PETPET_09_syn1
GO:0006863	267	purine nucleobase transport	PETPET_09_syn1
GO:0006874	45	cellular calcium ion homeostasis	PETPET_09_syn1
GO:0006879	180	cellular iron ion homeostasis	PETPET_09_syn1
GO:0006886	29	intracellular protein transport	PETPET_09_syn1
GO:0006897	470	endocytosis	PETPET_09_syn1
GO:0006898	29	receptor-mediated endocytosis	PETPET_09_syn1
GO:0006950	168	response to stress	PETPET_09_syn1
GO:0006952	758	defense response	PETPET_09_syn1
GO:0006970	1103	response to osmotic stress	PETPET_09_syn1
GO:0007005	23	mitochondrion organization	PETPET_09_syn1
GO:0007017	46	microtubule-based process	PETPET_09_syn1
GO:0007018	110	microtubule-based movement	PETPET_09_syn1
GO:0007165	421	signal transduction	PETPET_09_syn1
GO:0007166	474	cell surface receptor signaling pathway	PETPET_09_syn1
GO:0007186	45	G protein-coupled receptor signaling pathway	PETPET_09_syn1
GO:0007231	332	osmosensory signaling pathway	PETPET_09_syn1
GO:0007263	144	nitric oxide mediated signal transduction	PETPET_09_syn1
GO:0007264	697	small GTPase mediated signal transduction	PETPET_09_syn1
GO:0007267	45	cell-cell signaling	PETPET_09_syn1
GO:0007389	53	pattern specification process	PETPET_09_syn1
GO:0008219	58	cell death	PETPET_09_syn1
GO:0008285	143	negative regulation of cell population proliferation	PETPET_09_syn1
GO:0008299	92	isoprenoid biosynthetic process	PETPET_09_syn1
GO:0009094	99	L-phenylalanine biosynthetic process	PETPET_09_syn1
GO:0009095	99	aromatic amino acid family biosynthetic process, prephenate pathway	PETPET_09_syn1
GO:0009240	92	isopentenyl diphosphate biosynthetic process	PETPET_09_syn1
GO:0009267	23	cellular response to starvation	PETPET_09_syn1
GO:0009395	282	phospholipid catabolic process	PETPET_09_syn1
GO:0009408	51	response to heat	PETPET_09_syn1
GO:0009409	922	response to cold	PETPET_09_syn1
GO:0009414	1635	response to water deprivation	PETPET_09_syn1
GO:0009416	457	response to light stimulus	PETPET_09_syn1
GO:0009423	257	chorismate biosynthetic process	PETPET_09_syn1
GO:0009451	303	RNA modification	PETPET_09_syn1
GO:0009553	491	embryo sac development	PETPET_09_syn1
GO:0009555	581	pollen development	PETPET_09_syn1
GO:0009556	1275	microsporogenesis	PETPET_09_syn1
GO:0009610	255	response to symbiotic fungus	PETPET_09_syn1
GO:0009611	251	response to wounding	PETPET_09_syn1
GO:0009617	2045	response to bacterium	PETPET_09_syn1
GO:0009620	58	response to fungus	PETPET_09_syn1
GO:0009625	1309	response to insect	PETPET_09_syn1
GO:0009626	87	plant-type hypersensitive response	PETPET_09_syn1
GO:0009627	396	systemic acquired resistance	PETPET_09_syn1
GO:0009630	302	gravitropism	PETPET_09_syn1
GO:0009639	212	response to red or far red light	PETPET_09_syn1
GO:0009641	206	shade avoidance	PETPET_09_syn1
GO:0009649	23	entrainment of circadian clock	PETPET_09_syn1
GO:0009651	920	response to salt stress	PETPET_09_syn1
GO:0009658	342	chloroplast organization	PETPET_09_syn1
GO:0009682	1103	induced systemic resistance	PETPET_09_syn1
GO:0009686	399	gibberellin biosynthetic process	PETPET_09_syn1
GO:0009723	417	response to ethylene	PETPET_09_syn1
GO:0009733	99	response to auxin	PETPET_09_syn1
GO:0009735	433	response to cytokinin	PETPET_09_syn1
GO:0009737	619	response to abscisic acid	PETPET_09_syn1
GO:0009738	58	abscisic acid-activated signaling pathway	PETPET_09_syn1
GO:0009739	190	response to gibberellin	PETPET_09_syn1
GO:0009751	1170	response to salicylic acid	PETPET_09_syn1
GO:0009753	1309	response to jasmonic acid	PETPET_09_syn1
GO:0009755	44	hormone-mediated signaling pathway	PETPET_09_syn1
GO:0009759	1103	indole glucosinolate biosynthetic process	PETPET_09_syn1
GO:0009788	58	negative regulation of abscisic acid-activated signaling pathway	PETPET_09_syn1
GO:0009789	253	positive regulation of abscisic acid-activated signaling pathway	PETPET_09_syn1
GO:0009793	441	embryo development ending in seed dormancy	PETPET_09_syn1
GO:0009813	99	flavonoid biosynthetic process	PETPET_09_syn1
GO:0009833	289	plant-type primary cell wall biogenesis	PETPET_09_syn1
GO:0009845	46	seed germination	PETPET_09_syn1
GO:0009846	149	pollen germination	PETPET_09_syn1
GO:0009860	149	pollen tube growth	PETPET_09_syn1
GO:0009861	206	jasmonic acid and ethylene-dependent systemic resistance	PETPET_09_syn1
GO:0009862	1103	systemic acquired resistance, salicylic acid mediated signaling pathway	PETPET_09_syn1
GO:0009864	1148	induced systemic resistance, jasmonic acid mediated signaling pathway	PETPET_09_syn1
GO:0009867	206	jasmonic acid mediated signaling pathway	PETPET_09_syn1
GO:0009873	359	ethylene-activated signaling pathway	PETPET_09_syn1
GO:0009901	495	anther dehiscence	PETPET_09_syn1
GO:0009903	255	chloroplast avoidance movement	PETPET_09_syn1
GO:0009904	255	chloroplast accumulation movement	PETPET_09_syn1
GO:0009909	206	regulation of flower development	PETPET_09_syn1
GO:0009910	114	negative regulation of flower development	PETPET_09_syn1
GO:0009926	287	auxin polar transport	PETPET_09_syn1
GO:0009933	29	meristem structural organization	PETPET_09_syn1
GO:0009968	58	negative regulation of signal transduction	PETPET_09_syn1
GO:0010018	212	far-red light signaling pathway	PETPET_09_syn1
GO:0010020	98	chloroplast fission	PETPET_09_syn1
GO:0010030	266	positive regulation of seed germination	PETPET_09_syn1
GO:0010051	468	xylem and phloem pattern formation	PETPET_09_syn1
GO:0010052	128	guard cell differentiation	PETPET_09_syn1
GO:0010075	44	regulation of meristem growth	PETPET_09_syn1
GO:0010078	44	maintenance of root meristem identity	PETPET_09_syn1
GO:0010088	44	phloem development	PETPET_09_syn1
GO:0010102	143	lateral root morphogenesis	PETPET_09_syn1
GO:0010104	1103	regulation of ethylene-activated signaling pathway	PETPET_09_syn1
GO:0010118	305	stomatal movement	PETPET_09_syn1
GO:0010120	1103	camalexin biosynthetic process	PETPET_09_syn1
GO:0010150	1544	leaf senescence	PETPET_09_syn1
GO:0010162	46	seed dormancy process	PETPET_09_syn1
GO:0010182	359	sugar mediated signaling pathway	PETPET_09_syn1
GO:0010188	67	response to microbial phytotoxin	PETPET_09_syn1
GO:0010193	67	response to ozone	PETPET_09_syn1
GO:0010196	208	nonphotochemical quenching	PETPET_09_syn1
GO:0010197	110	polar nucleus fusion	PETPET_09_syn1
GO:0010200	1924	response to chitin	PETPET_09_syn1
GO:0010206	93	photosystem II repair	PETPET_09_syn1
GO:0010208	438	pollen wall assembly	PETPET_09_syn1
GO:0010214	266	seed coat development	PETPET_09_syn1
GO:0010215	289	cellulose microfibril organization	PETPET_09_syn1
GO:0010218	206	response to far red light	PETPET_09_syn1
GO:0010228	58	vegetative to reproductive phase transition of meristem	PETPET_09_syn1
GO:0010234	635	anther wall tapetum cell fate specification	PETPET_09_syn1
GO:0010239	165	chloroplast mRNA processing	PETPET_09_syn1
GO:0010252	287	auxin homeostasis	PETPET_09_syn1
GO:0010286	454	heat acclimation	PETPET_09_syn1
GO:0010311	468	lateral root formation	PETPET_09_syn1
GO:0010315	287	auxin efflux	PETPET_09_syn1
GO:0010374	58	stomatal complex development	PETPET_09_syn1
GO:0010468	307	regulation of gene expression	PETPET_09_syn1
GO:0010540	302	basipetal auxin transport	PETPET_09_syn1
GO:0010583	46	response to cyclopentenone	PETPET_09_syn1
GO:0010584	290	pollen exine formation	PETPET_09_syn1
GO:0010587	58	miRNA catabolic process	PETPET_09_syn1
GO:0010601	491	positive regulation of auxin biosynthetic process	PETPET_09_syn1
GO:0012501	253	programmed cell death	PETPET_09_syn1
GO:0015031	162	protein transport	PETPET_09_syn1
GO:0015739	290	sialic acid transport	PETPET_09_syn1
GO:0015741	38	fumarate transport	PETPET_09_syn1
GO:0015742	38	alpha-ketoglutarate transport	PETPET_09_syn1
GO:0015743	38	malate transport	PETPET_09_syn1
GO:0015744	38	succinate transport	PETPET_09_syn1
GO:0015746	38	citrate transport	PETPET_09_syn1
GO:0015789	290	UDP-N-acetylgalactosamine transmembrane transport	PETPET_09_syn1
GO:0015810	90	aspartate transmembrane transport	PETPET_09_syn1
GO:0015827	90	tryptophan transport	PETPET_09_syn1
GO:0015853	267	adenine transport	PETPET_09_syn1
GO:0015854	267	guanine transport	PETPET_09_syn1
GO:0015979	29	photosynthesis	PETPET_09_syn1
GO:0015995	92	chlorophyll biosynthetic process	PETPET_09_syn1
GO:0016036	228	cellular response to phosphate starvation	PETPET_09_syn1
GO:0016042	274	lipid catabolic process	PETPET_09_syn1
GO:0016099	618	monoterpenoid biosynthetic process	PETPET_09_syn1
GO:0016114	712	terpenoid biosynthetic process	PETPET_09_syn1
GO:0016192	87	vesicle-mediated transport	PETPET_09_syn1
GO:0016197	441	endosomal transport	PETPET_09_syn1
GO:0016310	307	phosphorylation	PETPET_09_syn1
GO:0016311	93	dephosphorylation	PETPET_09_syn1
GO:0016567	1355	protein ubiquitination	PETPET_09_syn1
GO:0017186	223	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase	PETPET_09_syn1
GO:0018105	303	peptidyl-serine phosphorylation	PETPET_09_syn1
GO:0018230	342	peptidyl-L-cysteine S-palmitoylation	PETPET_09_syn1
GO:0019374	56	galactolipid metabolic process	PETPET_09_syn1
GO:0019632	257	shikimate metabolic process	PETPET_09_syn1
GO:0019676	81	ammonia assimilation cycle	PETPET_09_syn1
GO:0019722	45	calcium-mediated signaling	PETPET_09_syn1
GO:0030001	58	metal ion transport	PETPET_09_syn1
GO:0030244	289	cellulose biosynthetic process	PETPET_09_syn1
GO:0031146	235	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	PETPET_09_syn1
GO:0031347	1103	regulation of defense response	PETPET_09_syn1
GO:0031348	206	negative regulation of defense response	PETPET_09_syn1
GO:0031540	468	regulation of anthocyanin biosynthetic process	PETPET_09_syn1
GO:0031935	87	regulation of chromatin silencing	PETPET_09_syn1
GO:0032594	145	protein transport within lipid bilayer	PETPET_09_syn1
GO:0033214	433	siderophore-dependent iron import into cell	PETPET_09_syn1
GO:0033500	332	carbohydrate homeostasis	PETPET_09_syn1
GO:0033611	266	oxalate catabolic process	PETPET_09_syn1
GO:0034052	87	positive regulation of plant-type hypersensitive response	PETPET_09_syn1
GO:0034243	46	regulation of transcription elongation from RNA polymerase II promoter	PETPET_09_syn1
GO:0034755	180	iron ion transmembrane transport	PETPET_09_syn1
GO:0035556	1101	intracellular signal transduction	PETPET_09_syn1
GO:0042128	336	nitrate assimilation	PETPET_09_syn1
GO:0042538	177	hyperosmotic salinity response	PETPET_09_syn1
GO:0042546	22	cell wall biogenesis	PETPET_09_syn1
GO:0042742	3141	defense response to bacterium	PETPET_09_syn1
GO:0042752	277	regulation of circadian rhythm	PETPET_09_syn1
GO:0043068	264	positive regulation of programmed cell death	PETPET_09_syn1
GO:0043157	58	response to cation stress	PETPET_09_syn1
GO:0043622	289	cortical microtubule organization	PETPET_09_syn1
GO:0043693	94	monoterpene biosynthetic process	PETPET_09_syn1
GO:0043953	277	protein transport by the Tat complex	PETPET_09_syn1
GO:0044205	228	'de novo' UMP biosynthetic process	PETPET_09_syn1
GO:0045038	132	protein import into chloroplast thylakoid membrane	PETPET_09_syn1
GO:0045332	22	phospholipid translocation	PETPET_09_syn1
GO:0045492	74	xylan biosynthetic process	PETPET_09_syn1
GO:0045493	655	xylan catabolic process	PETPET_09_syn1
GO:0045595	44	regulation of cell differentiation	PETPET_09_syn1
GO:0045694	187	regulation of embryo sac egg cell differentiation	PETPET_09_syn1
GO:0045892	1305	negative regulation of transcription, DNA-templated	PETPET_09_syn1
GO:0045893	749	positive regulation of transcription, DNA-templated	PETPET_09_syn1
GO:0046470	253	phosphatidylcholine metabolic process	PETPET_09_syn1
GO:0046473	253	phosphatidic acid metabolic process	PETPET_09_syn1
GO:0046686	428	response to cadmium ion	PETPET_09_syn1
GO:0046777	1470	protein autophosphorylation	PETPET_09_syn1
GO:0046854	108	phosphatidylinositol phosphorylation	PETPET_09_syn1
GO:0046855	58	inositol phosphate dephosphorylation	PETPET_09_syn1
GO:0047484	1103	regulation of response to osmotic stress	PETPET_09_syn1
GO:0048015	549	phosphatidylinositol-mediated signaling	PETPET_09_syn1
GO:0048364	1126	root development	PETPET_09_syn1
GO:0048437	1003	floral organ development	PETPET_09_syn1
GO:0048443	206	stamen development	PETPET_09_syn1
GO:0048467	289	gynoecium development	PETPET_09_syn1
GO:0048564	177	photosystem I assembly	PETPET_09_syn1
GO:0048573	58	photoperiodism, flowering	PETPET_09_syn1
GO:0048589	81	developmental growth	PETPET_09_syn1
GO:0048767	455	root hair elongation	PETPET_09_syn1
GO:0048831	468	regulation of shoot system development	PETPET_09_syn1
GO:0048868	289	pollen tube development	PETPET_09_syn1
GO:0050684	307	regulation of mRNA processing	PETPET_09_syn1
GO:0050826	132	response to freezing	PETPET_09_syn1
GO:0050832	2791	defense response to fungus	PETPET_09_syn1
GO:0050992	92	dimethylallyl diphosphate biosynthetic process	PETPET_09_syn1
GO:0051211	289	anisotropic cell growth	PETPET_09_syn1
GO:0051260	145	protein homooligomerization	PETPET_09_syn1
GO:0051512	58	positive regulation of unidimensional cell growth	PETPET_09_syn1
GO:0051568	68	histone H3-K4 methylation	PETPET_09_syn1
GO:0051571	253	positive regulation of histone H3-K4 methylation	PETPET_09_syn1
GO:0051592	312	response to calcium ion	PETPET_09_syn1
GO:0051607	87	defense response to virus	PETPET_09_syn1
GO:0051707	56	response to other organism	PETPET_09_syn1
GO:0051762	518	sesquiterpene biosynthetic process	PETPET_09_syn1
GO:0051782	98	negative regulation of cell division	PETPET_09_syn1
GO:0055072	433	iron ion homeostasis	PETPET_09_syn1
GO:0055085	643	transmembrane transport	PETPET_09_syn1
GO:0055088	23	lipid homeostasis	PETPET_09_syn1
GO:0060969	51	negative regulation of gene silencing	PETPET_09_syn1
GO:0070507	289	regulation of microtubule cytoskeleton organization	PETPET_09_syn1
GO:0070588	332	calcium ion transmembrane transport	PETPET_09_syn1
GO:0070994	58	detection of oxidative stress	PETPET_09_syn1
GO:0071215	23	cellular response to abscisic acid stimulus	PETPET_09_syn1
GO:0071230	45	cellular response to amino acid stimulus	PETPET_09_syn1
GO:0071260	332	cellular response to mechanical stimulus	PETPET_09_syn1
GO:0071333	23	cellular response to glucose stimulus	PETPET_09_syn1
GO:0071370	451	cellular response to gibberellin stimulus	PETPET_09_syn1
GO:0071456	1462	cellular response to hypoxia	PETPET_09_syn1
GO:0071805	145	potassium ion transmembrane transport	PETPET_09_syn1
GO:0071816	56	tail-anchored membrane protein insertion into ER membrane	PETPET_09_syn1
GO:0072583	29	clathrin-dependent endocytosis	PETPET_09_syn1
GO:0072699	289	protein localization to cortical microtubule cytoskeleton	PETPET_09_syn1
GO:0080092	149	regulation of pollen tube growth	PETPET_09_syn1
GO:0080113	468	regulation of seed growth	PETPET_09_syn1
GO:0080141	58	regulation of jasmonic acid biosynthetic process	PETPET_09_syn1
GO:0080151	1103	positive regulation of salicylic acid mediated signaling pathway	PETPET_09_syn1
GO:0080156	94	mitochondrial mRNA modification	PETPET_09_syn1
GO:0080162	287	intracellular auxin transport	PETPET_09_syn1
GO:0080167	715	response to karrikin	PETPET_09_syn1
GO:0080183	177	response to photooxidative stress	PETPET_09_syn1
GO:0080187	1103	floral organ senescence	PETPET_09_syn1
GO:0090333	1658	regulation of stomatal closure	PETPET_09_syn1
GO:0090548	468	response to nitrate starvation	PETPET_09_syn1
GO:0097054	81	L-glutamate biosynthetic process	PETPET_09_syn1
GO:0098542	237	defense response to other organism	PETPET_09_syn1
GO:0099402	321	plant organ development	PETPET_09_syn1
GO:0106167	206	extracellular ATP signaling	PETPET_09_syn1
GO:1900034	51	regulation of cellular response to heat	PETPET_09_syn1
GO:1900056	1103	negative regulation of leaf senescence	PETPET_09_syn1
GO:1900150	58	regulation of defense response to fungus	PETPET_09_syn1
GO:1900424	58	regulation of defense response to bacterium	PETPET_09_syn1
GO:1900426	87	positive regulation of defense response to bacterium	PETPET_09_syn1
GO:1900457	1103	regulation of brassinosteroid mediated signaling pathway	PETPET_09_syn1
GO:1901141	468	regulation of lignin biosynthetic process	PETPET_09_syn1
GO:1901259	165	chloroplast rRNA processing	PETPET_09_syn1
GO:1901333	468	positive regulation of lateral root development	PETPET_09_syn1
GO:1901651	51	regulation of mitotic chromosome decondensation	PETPET_09_syn1
GO:1901672	87	positive regulation of systemic acquired resistance	PETPET_09_syn1
GO:1902025	468	nitrate import	PETPET_09_syn1
GO:1902066	70	regulation of cell wall pectin metabolic process	PETPET_09_syn1
GO:1902183	290	regulation of shoot apical meristem development	PETPET_09_syn1
GO:1902458	132	positive regulation of stomatal opening	PETPET_09_syn1
GO:1903070	290	negative regulation of ER-associated ubiquitin-dependent protein catabolic process	PETPET_09_syn1
GO:1903426	132	regulation of reactive oxygen species biosynthetic process	PETPET_09_syn1
GO:1903857	290	negative regulation of cytokinin dehydrogenase activity	PETPET_09_syn1
GO:1990569	290	UDP-N-acetylglucosamine transmembrane transport	PETPET_09_syn1
GO:2000022	1342	regulation of jasmonic acid mediated signaling pathway	PETPET_09_syn1
GO:2000023	468	regulation of lateral root development	PETPET_09_syn1
GO:2000028	225	regulation of photoperiodism, flowering	PETPET_09_syn1
GO:2000031	1161	regulation of salicylic acid mediated signaling pathway	PETPET_09_syn1
GO:2000067	289	regulation of root morphogenesis	PETPET_09_syn1
GO:2000070	1235	regulation of response to water deprivation	PETPET_09_syn1
GO:2000082	359	regulation of L-ascorbic acid biosynthetic process	PETPET_09_syn1
GO:2000280	468	regulation of root development	PETPET_09_syn1
GO:2000652	468	regulation of secondary cell wall biogenesis	PETPET_09_syn1
GO:0000055	184	ribosomal large subunit export from nucleus	PETPET_11_syn1
GO:0000079	58	regulation of cyclin-dependent protein serine/threonine kinase activity	PETPET_11_syn1
GO:0000165	483	MAPK cascade	PETPET_11_syn1
GO:0000184	266	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	PETPET_11_syn1
GO:0000209	181	protein polyubiquitination	PETPET_11_syn1
GO:0000226	60	microtubule cytoskeleton organization	PETPET_11_syn1
GO:0000244	168	spliceosomal tri-snRNP complex assembly	PETPET_11_syn1
GO:0000278	45	mitotic cell cycle	PETPET_11_syn1
GO:0000290	52	deadenylation-dependent decapping of nuclear-transcribed mRNA	PETPET_11_syn1
GO:0000394	202	RNA splicing, via endonucleolytic cleavage and ligation	PETPET_11_syn1
GO:0000395	274	mRNA 5'-splice site recognition	PETPET_11_syn1
GO:0000398	46	mRNA splicing, via spliceosome	PETPET_11_syn1
GO:0000447	184	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PETPET_11_syn1
GO:0000479	187	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PETPET_11_syn1
GO:0000725	58	recombinational repair	PETPET_11_syn1
GO:0000911	273	cytokinesis by cell plate formation	PETPET_11_syn1
GO:0000919	168	cell plate assembly	PETPET_11_syn1
GO:0001578	15	microtubule bundle formation	PETPET_11_syn1
GO:0001682	190	tRNA 5'-leader removal	PETPET_11_syn1
GO:0001709	254	cell fate determination	PETPET_11_syn1
GO:0002229	134	defense response to oomycetes	PETPET_11_syn1
