Term	Annotation	Total_Grantham_SV	Rank_SV	Total_Grantham_Bkgd	Rank_Bkgd	Rank_Compare	Rank_Compare_Abs
GO:0017004	cytochrome complex assembly	417	2161	NA	NA	NA	NA
GO:0017006	protein-tetrapyrrole linkage	2112	735.5	NA	NA	NA	NA
GO:0017009	protein-phycocyanobilin linkage	1638	1133.5	NA	NA	NA	NA
GO:0017148	negative regulation of translation	1692	1081.5	589	796.5	285	285
GO:0017157	regulation of exocytosis	1789	1003	760	689	314	314
GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	1269	1462.5	NA	NA	NA	NA
GO:0017186	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase	1605	1166.5	NA	NA	NA	NA
GO:0017196	N-terminal peptidyl-methionine acetylation	1060	1659	1423	345.5	1313.5	1313.5
GO:0018008	N-terminal peptidyl-glycine N-myristoylation	1264	1466.5	NA	NA	NA	NA
GO:0018026	peptidyl-lysine monomethylation	1558	1210.5	NA	NA	NA	NA
GO:0018063	cytochrome c-heme linkage	423	2158	NA	NA	NA	NA
GO:0018105	peptidyl-serine phosphorylation	2455	424	2606	161	263	263
GO:0018107	peptidyl-threonine phosphorylation	1417	1341.5	2563	164	1177.5	1177.5
GO:0018119	peptidyl-cysteine S-nitrosylation	1479	1285.5	539	826	459.5	459.5
GO:0018131	oxazole or thiazole biosynthetic process	1227	1500.5	NA	NA	NA	NA
GO:0018160	peptidyl-pyrromethane cofactor linkage	1278	1452	572	807.5	644.5	644.5
GO:0018171	peptidyl-cysteine oxidation	1246	1487.5	NA	NA	NA	NA
GO:0018206	peptidyl-methionine modification	1395	1356	NA	NA	NA	NA
GO:0018230	peptidyl-L-cysteine S-palmitoylation	2066	766	NA	NA	NA	NA
GO:0018258	protein O-linked glycosylation via hydroxyproline	1604	1168	NA	NA	NA	NA
GO:0018279	protein N-linked glycosylation via asparagine	1660	1115.5	NA	NA	NA	NA
GO:0018315	molybdenum incorporation into molybdenum-molybdopterin complex	1589	1180	NA	NA	NA	NA
GO:0018342	protein prenylation	1634	1137.5	NA	NA	NA	NA
GO:0018344	protein geranylgeranylation	1657	1120	NA	NA	NA	NA
GO:0018345	protein palmitoylation	1812	985.5	1203	427.5	558	558
GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	1252	1480	NA	NA	NA	NA
GO:0018901	2,4-dichlorophenoxyacetic acid metabolic process	12	2393	4903	56	2337	2337
GO:0019048	modulation by virus of host process	1457	1302.5	NA	NA	NA	NA
GO:0019079	viral genome replication	2371	483.5	NA	NA	NA	NA
GO:0019222	regulation of metabolic process	1867	938	NA	NA	NA	NA
GO:0019236	response to pheromone	2044	786	NA	NA	NA	NA
GO:0019252	starch biosynthetic process	2824	282.5	NA	NA	NA	NA
GO:0019253	reductive pentose-phosphate cycle	1678	1101	NA	NA	NA	NA
GO:0019264	glycine biosynthetic process from serine	726	1923.5	953	553.5	1370	1370
GO:0019276	UDP-N-acetylgalactosamine metabolic process	2332	520	NA	NA	NA	NA
GO:0019285	glycine betaine biosynthetic process from choline	671	1963	NA	NA	NA	NA
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway	817	1851	NA	NA	NA	NA
GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	1081	1638.5	NA	NA	NA	NA
GO:0019303	D-ribose catabolic process	610	2013	NA	NA	NA	NA
GO:0019305	dTDP-rhamnose biosynthetic process	500	2099	NA	NA	NA	NA
GO:0019318	hexose metabolic process	1201	1526	NA	NA	NA	NA
GO:0019344	cysteine biosynthetic process	466	2118	NA	NA	NA	NA
GO:0019346	transsulfuration	2277	570	NA	NA	NA	NA
GO:0019348	dolichol metabolic process	489	2104	NA	NA	NA	NA
GO:0019367	fatty acid elongation, saturated fatty acid	573	2042	502	855.5	1186.5	1186.5
GO:0019373	epoxygenase P450 pathway	539	2076	NA	NA	NA	NA
GO:0019374	galactolipid metabolic process	815	1853	326	955	898	898
GO:0019375	galactolipid biosynthetic process	640	1997	NA	NA	NA	NA
GO:0019408	dolichol biosynthetic process	657	1977.5	NA	NA	NA	NA
GO:0019430	removal of superoxide radicals	1920	898	NA	NA	NA	NA
GO:0019432	triglyceride biosynthetic process	2744	315	1830	254	61	61
GO:0019433	triglyceride catabolic process	2397	459	NA	NA	NA	NA
GO:0019438	aromatic compound biosynthetic process	103	2348	45	1060	1288	1288
GO:0019464	glycine decarboxylation via glycine cleavage system	731	1919	NA	NA	NA	NA
GO:0019478	D-amino acid catabolic process	945	1744	NA	NA	NA	NA
GO:0019483	beta-alanine biosynthetic process	140	2329	NA	NA	NA	NA
GO:0019484	beta-alanine catabolic process	162	2319	NA	NA	NA	NA
GO:0019499	cyanide metabolic process	387	2180	NA	NA	NA	NA
GO:0019500	cyanide catabolic process	386	2182	NA	NA	NA	NA
GO:0019509	L-methionine salvage from methylthioadenosine	975	1726	502	855.5	870.5	870.5
GO:0019563	glycerol catabolic process	665	1967.5	NA	NA	NA	NA
GO:0019566	arabinose metabolic process	153	2323	NA	NA	NA	NA
GO:0019632	shikimate metabolic process	2525	390	NA	NA	NA	NA
GO:0019673	GDP-mannose metabolic process	626	2005	NA	NA	NA	NA
GO:0019674	NAD metabolic process	1394	1357.5	NA	NA	NA	NA
GO:0019676	ammonia assimilation cycle	163	2318	85	1044	1274	1274
GO:0019684	photosynthesis, light reaction	1616	1156.5	NA	NA	NA	NA
GO:0019722	calcium-mediated signaling	566	2050	1960	235	1815	1815
GO:0019725	cellular homeostasis	355	2213	NA	NA	NA	NA
GO:0019740	nitrogen utilization	1160	1578.5	NA	NA	NA	NA
GO:0019745	pentacyclic triterpenoid biosynthetic process	1241	1492	NA	NA	NA	NA
GO:0019748	secondary metabolic process	2139	707	2071	216	491	491
GO:0019752	carboxylic acid metabolic process	178	2311	562	815.5	1495.5	1495.5
GO:0019760	glucosinolate metabolic process	1692	1081.5	485	869	212.5	212.5
GO:0019761	glucosinolate biosynthetic process	1433	1327	289	971	356	356
GO:0019762	glucosinolate catabolic process	649	1985	NA	NA	NA	NA
GO:0019827	stem cell population maintenance	2802	289.5	1070	482	-192.5	192.5
GO:0019853	L-ascorbic acid biosynthetic process	1091	1635	NA	NA	NA	NA
GO:0019856	pyrimidine nucleobase biosynthetic process	1713	1059.5	NA	NA	NA	NA
GO:0019915	lipid storage	1223	1506	387	922	584	584
GO:0019919	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	1374	1377	NA	NA	NA	NA
GO:0019933	cAMP-mediated signaling	170	2316	197	1008	1308	1308
GO:0019941	modification-dependent protein catabolic process	1015	1695	449	885.5	809.5	809.5
GO:0019953	sexual reproduction	2340	511	NA	NA	NA	NA
GO:0022603	regulation of anatomical structure morphogenesis	1687	1089.5	NA	NA	NA	NA
GO:0022622	root system development	2865	274	1705	278	-4	4
GO:0022900	electron transport chain	709	1939	NA	NA	NA	NA
GO:0022904	respiratory electron transport chain	2008	820	NA	NA	NA	NA
GO:0023056	positive regulation of signaling	1489	1274	NA	NA	NA	NA
GO:0030001	metal ion transport	2180	670	3493	97	573	573
GO:0030007	cellular potassium ion homeostasis	1199	1529.5	NA	NA	NA	NA
GO:0030010	establishment of cell polarity	1247	1486	NA	NA	NA	NA
GO:0030029	actin filament-based process	448	2133.5	NA	NA	NA	NA
GO:0030031	cell projection assembly	365	2203	NA	NA	NA	NA
GO:0030036	actin cytoskeleton organization	84	2356.5	2032	223	2133.5	2133.5
GO:0030041	actin filament polymerization	1520	1244.5	NA	NA	NA	NA
GO:0030042	actin filament depolymerization	80	2359	51	1058	1301	1301
GO:0030048	actin filament-based movement	921	1766.5	3455	98	1668.5	1668.5
GO:0030050	vesicle transport along actin filament	3250	195	4483	72	123	123
GO:0030071	regulation of mitotic metaphase/anaphase transition	2151	696.5	NA	NA	NA	NA
GO:0030091	protein repair	1615	1158.5	NA	NA	NA	NA
GO:0030100	regulation of endocytosis	2345	501.5	NA	NA	NA	NA
GO:0030104	water homeostasis	2376	474	NA	NA	NA	NA
GO:0030148	sphingolipid biosynthetic process	2187	664.5	1932	239	425.5	425.5
GO:0030150	protein import into mitochondrial matrix	1733	1042.5	685	736	306.5	306.5
GO:0030154	cell differentiation	2938	254	1339	380	-126	126
GO:0030155	regulation of cell adhesion	1749	1031.5	NA	NA	NA	NA
GO:0030163	protein catabolic process	2290	563.5	674	741	-177.5	177.5
GO:0030174	regulation of DNA-dependent DNA replication initiation	2177	672	NA	NA	NA	NA
GO:0030187	melatonin biosynthetic process	933	1753.5	408	907.5	846	846
GO:0030242	autophagy of peroxisome	349	2218.5	NA	NA	NA	NA
GO:0030244	cellulose biosynthetic process	1134	1594.5	449	885.5	709	709
GO:0030261	chromosome condensation	451	2131	NA	NA	NA	NA
GO:0030308	negative regulation of cell growth	3828	137	1443	337	-200	200
GO:0030322	stabilization of membrane potential	3143	209	NA	NA	NA	NA
GO:0030388	fructose 1,6-bisphosphate metabolic process	732	1918	NA	NA	NA	NA
GO:0030422	production of siRNA involved in RNA interference	4236	109	1899	246	-137	137
GO:0030433	ubiquitin-dependent ERAD pathway	2423	439	1307	387	52	52
GO:0030488	tRNA methylation	2537	385	NA	NA	NA	NA
GO:0030490	maturation of SSU-rRNA	1495	1267	NA	NA	NA	NA
GO:0030497	fatty acid elongation	585	2033	NA	NA	NA	NA
GO:0030638	polyketide metabolic process	1504	1258.5	NA	NA	NA	NA
GO:0030639	polyketide biosynthetic process	1719	1056	NA	NA	NA	NA
GO:0030643	cellular phosphate ion homeostasis	438	2140.5	NA	NA	NA	NA
GO:0030705	cytoskeleton-dependent intracellular transport	917	1770	624	772	998	998
GO:0030835	negative regulation of actin filament depolymerization	1075	1643	NA	NA	NA	NA
GO:0030836	positive regulation of actin filament depolymerization	1390	1362	NA	NA	NA	NA
GO:0030865	cortical cytoskeleton organization	372	2197	NA	NA	NA	NA
GO:0030866	cortical actin cytoskeleton organization	532	2080	NA	NA	NA	NA
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	551	2059.5	246	988	1071.5	1071.5
GO:0030968	endoplasmic reticulum unfolded protein response	848	1826.5	444	890.5	936	936
GO:0030970	retrograde protein transport, ER to cytosol	2104	743	1189	437	306	306
GO:0030974	thiamine pyrophosphate transmembrane transport	2249	598.5	NA	NA	NA	NA
GO:0031000	response to caffeine	1942	870.5	NA	NA	NA	NA
GO:0031047	gene silencing by RNA	1062	1655	NA	NA	NA	NA
GO:0031048	heterochromatin assembly by small RNA	1167	1569.5	NA	NA	NA	NA
GO:0031053	primary miRNA processing	2219	631	NA	NA	NA	NA
GO:0031054	pre-miRNA processing	1552	1216.5	NA	NA	NA	NA
GO:0031060	regulation of histone methylation	2121	727	NA	NA	NA	NA
GO:0031062	positive regulation of histone methylation	1546	1223	1097	468	755	755
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA	2189	662.5	NA	NA	NA	NA
GO:0031110	regulation of microtubule polymerization or depolymerization	1866	939	NA	NA	NA	NA
GO:0031115	negative regulation of microtubule polymerization	1224	1505	NA	NA	NA	NA
GO:0031116	positive regulation of microtubule polymerization	1537	1232.5	NA	NA	NA	NA
GO:0031117	positive regulation of microtubule depolymerization	1560	1208.5	NA	NA	NA	NA
GO:0031118	rRNA pseudouridine synthesis	2195	654	NA	NA	NA	NA
GO:0031119	tRNA pseudouridine synthesis	3365	183	NA	NA	NA	NA
GO:0031120	snRNA pseudouridine synthesis	2249	598.5	NA	NA	NA	NA
GO:0031124	mRNA 3'-end processing	1295	1436	NA	NA	NA	NA
GO:0031145	anaphase-promoting complex-dependent catabolic process	419	2159	NA	NA	NA	NA
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	7183	42	1270	406	-364	364
GO:0031167	rRNA methylation	2099	747	1297	390	357	357
GO:0031204	posttranslational protein targeting to membrane, translocation	1624	1147.5	NA	NA	NA	NA
GO:0031222	arabinan catabolic process	524	2085	202	1007	1078	1078
GO:0031293	membrane protein intracellular domain proteolysis	1093	1634	NA	NA	NA	NA
GO:0031297	replication fork processing	1921	897	NA	NA	NA	NA
GO:0031347	regulation of defense response	4692	94	4879	59	35	35
GO:0031348	negative regulation of defense response	2699	331	1281	399	-68	68
GO:0031407	oxylipin metabolic process	1231	1499	1021	518.5	980.5	980.5
GO:0031408	oxylipin biosynthetic process	1974	847.5	2978	127	720.5	720.5
GO:0031425	chloroplast RNA processing	783	1876	NA	NA	NA	NA
GO:0031507	heterochromatin assembly	742	1908	NA	NA	NA	NA
GO:0031508	pericentric heterochromatin assembly	1457	1302.5	NA	NA	NA	NA
GO:0031537	regulation of anthocyanin metabolic process	1901	914	NA	NA	NA	NA
GO:0031539	positive regulation of anthocyanin metabolic process	1392	1359.5	NA	NA	NA	NA
GO:0031540	regulation of anthocyanin biosynthetic process	3682	152	814	650.5	-498.5	498.5
GO:0031647	regulation of protein stability	2005	823	806	657.5	165.5	165.5
GO:0031648	protein destabilization	1560	1208.5	676	739.5	469	469
GO:0031663	lipopolysaccharide-mediated signaling pathway	981	1722.5	NA	NA	NA	NA
GO:0031667	response to nutrient levels	2518	395	NA	NA	NA	NA
GO:0031930	mitochondria-nucleus signaling pathway	1642	1131	NA	NA	NA	NA
GO:0031935	regulation of chromatin silencing	2679	340	NA	NA	NA	NA
GO:0031936	negative regulation of chromatin silencing	5089	81	NA	NA	NA	NA
GO:0031937	positive regulation of chromatin silencing	1827	973	NA	NA	NA	NA
GO:0031938	regulation of chromatin silencing at telomere	1724	1052	NA	NA	NA	NA
GO:0032000	positive regulation of fatty acid beta-oxidation	1428	1330.5	NA	NA	NA	NA
GO:0032107	regulation of response to nutrient levels	2055	778.5	NA	NA	NA	NA
GO:0032147	activation of protein kinase activity	87	2355	NA	NA	NA	NA
GO:0032204	regulation of telomere maintenance	2659	346.5	NA	NA	NA	NA
GO:0032210	regulation of telomere maintenance via telomerase	1956	862	NA	NA	NA	NA
GO:0032259	methylation	2908	259	1242	414	-155	155
GO:0032264	IMP salvage	770	1887	NA	NA	NA	NA
GO:0032350	regulation of hormone metabolic process	1814	983	NA	NA	NA	NA
GO:0032355	response to estradiol	1957	860	NA	NA	NA	NA
GO:0032366	intracellular sterol transport	802	1863	NA	NA	NA	NA
GO:0032409	regulation of transporter activity	1910	906	NA	NA	NA	NA
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	1844	958.5	NA	NA	NA	NA
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	2464	419	NA	NA	NA	NA
GO:0032446	protein modification by small protein conjugation	1901	914	NA	NA	NA	NA
GO:0032456	endocytic recycling	1581	1187.5	NA	NA	NA	NA
GO:0032465	regulation of cytokinesis	1935	876.5	NA	NA	NA	NA
GO:0032491	detection of molecule of fungal origin	437	2142	NA	NA	NA	NA
GO:0032497	detection of lipopolysaccharide	545	2070.5	NA	NA	NA	NA
GO:0032499	detection of peptidoglycan	440	2139	NA	NA	NA	NA
GO:0032502	developmental process	719	1931	NA	NA	NA	NA
GO:0032504	multicellular organism reproduction	1891	927	NA	NA	NA	NA
GO:0032509	endosome transport via multivesicular body sorting pathway	534	2079	242	989	1090	1090
GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	841	1831.5	NA	NA	NA	NA
GO:0032527	protein exit from endoplasmic reticulum	1563	1204.5	NA	NA	NA	NA
GO:0032543	mitochondrial translation	1175	1557.5	435	893	664.5	664.5
GO:0032544	plastid translation	1358	1390	1192	435.5	954.5	954.5
GO:0032594	protein transport within lipid bilayer	1777	1011.5	NA	NA	NA	NA
GO:0032776	DNA methylation on cytosine	664	1969.5	1396	352	1617.5	1617.5
GO:0032781	positive regulation of ATPase activity	1394	1357.5	NA	NA	NA	NA
GO:0032784	regulation of DNA-templated transcription, elongation	1749	1031.5	NA	NA	NA	NA
GO:0032786	positive regulation of DNA-templated transcription, elongation	1710	1062.5	NA	NA	NA	NA
GO:0032790	ribosome disassembly	2066	766	NA	NA	NA	NA
GO:0032875	regulation of DNA endoreduplication	1741	1037	NA	NA	NA	NA
GO:0032876	negative regulation of DNA endoreduplication	1204	1522	475	873	649	649
GO:0032877	positive regulation of DNA endoreduplication	1423	1335	NA	NA	NA	NA
GO:0032880	regulation of protein localization	2052	782	NA	NA	NA	NA
GO:0032885	regulation of polysaccharide biosynthetic process	1971	852.5	2169	199	653.5	653.5
GO:0032889	regulation of vacuole fusion, non-autophagic	1975	846	NA	NA	NA	NA
GO:0032922	circadian regulation of gene expression	1974	847.5	1607	306	541.5	541.5
GO:0032940	secretion by cell	2217	632.5	944	560	72.5	72.5
GO:0032956	regulation of actin cytoskeleton organization	1681	1098.5	NA	NA	NA	NA
GO:0032957	inositol trisphosphate metabolic process	1117	1610.5	NA	NA	NA	NA
GO:0032958	inositol phosphate biosynthetic process	788	1872	NA	NA	NA	NA
GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	2137	711	NA	NA	NA	NA
GO:0032981	mitochondrial respiratory chain complex I assembly	1331	1412.5	NA	NA	NA	NA
GO:0032984	protein-containing complex disassembly	1636	1135.5	NA	NA	NA	NA
GO:0033014	tetrapyrrole biosynthetic process	2246	600.5	NA	NA	NA	NA
GO:0033044	regulation of chromosome organization	2487	404	NA	NA	NA	NA
GO:0033169	histone H3-K9 demethylation	737	1912.5	NA	NA	NA	NA
GO:0033182	regulation of histone ubiquitination	2122	724.5	NA	NA	NA	NA
GO:0033184	positive regulation of histone ubiquitination	1539	1229	NA	NA	NA	NA
GO:0033206	meiotic cytokinesis	974	1728	NA	NA	NA	NA
GO:0033214	siderophore-dependent iron import into cell	2824	282.5	NA	NA	NA	NA
GO:0033259	plastid DNA replication	2407	453	NA	NA	NA	NA
GO:0033260	nuclear DNA replication	1181	1546.5	NA	NA	NA	NA
GO:0033306	phytol metabolic process	1329	1414	NA	NA	NA	NA
GO:0033320	UDP-D-xylose biosynthetic process	2437	433	1032	507.5	-74.5	74.5
GO:0033356	UDP-L-arabinose metabolic process	2377	472	1033	506	-34	34
GO:0033365	protein localization to organelle	1592	1177	NA	NA	NA	NA
GO:0033384	geranyl diphosphate biosynthetic process	1318	1420.5	NA	NA	NA	NA
GO:0033386	geranylgeranyl diphosphate biosynthetic process	1287	1444.5	NA	NA	NA	NA
GO:0033468	CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	363	2205	NA	NA	NA	NA
GO:0033481	galacturonate biosynthetic process	619	2007.5	NA	NA	NA	NA
GO:0033499	galactose catabolic process via UDP-galactose	616	2009	NA	NA	NA	NA
GO:0033500	carbohydrate homeostasis	1994	830.5	NA	NA	NA	NA
GO:0033523	histone H2B ubiquitination	726	1923.5	NA	NA	NA	NA
GO:0033528	S-methylmethionine cycle	2105	742	NA	NA	NA	NA
GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase	568	2049	NA	NA	NA	NA
GO:0033554	cellular response to stress	302	2247	NA	NA	NA	NA
GO:0033566	gamma-tubulin complex localization	657	1977.5	NA	NA	NA	NA
GO:0033577	protein glycosylation in endoplasmic reticulum	1745	1034	NA	NA	NA	NA
GO:0033591	response to L-ascorbic acid	2350	495.5	NA	NA	NA	NA
GO:0033611	oxalate catabolic process	1564	1203	NA	NA	NA	NA
GO:0033614	chloroplast proton-transporting ATP synthase complex assembly	337	2232.5	NA	NA	NA	NA
GO:0033615	mitochondrial proton-transporting ATP synthase complex assembly	1046	1672	NA	NA	NA	NA
GO:0033617	mitochondrial cytochrome c oxidase assembly	975	1726	427	898	828	828
GO:0033619	membrane protein proteolysis	939	1748	411	905	843	843
GO:0033674	positive regulation of kinase activity	1447	1316.5	692	732	584.5	584.5
GO:0033962	P-body assembly	2153	695	534	828	-133	133
GO:0034051	negative regulation of plant-type hypersensitive response	1126	1600.5	NA	NA	NA	NA
GO:0034052	positive regulation of plant-type hypersensitive response	1552	1216.5	NA	NA	NA	NA
GO:0034058	endosomal vesicle fusion	584	2035.5	NA	NA	NA	NA
GO:0034059	response to anoxia	2478	412	NA	NA	NA	NA
GO:0034063	stress granule assembly	2764	308.5	1150	447	-138.5	138.5
GO:0034080	CENP-A containing nucleosome assembly	347	2221.5	NA	NA	NA	NA
GO:0034089	establishment of meiotic sister chromatid cohesion	545	2070.5	NA	NA	NA	NA
GO:0034090	maintenance of meiotic sister chromatid cohesion	919	1768	NA	NA	NA	NA
GO:0034243	regulation of transcription elongation from RNA polymerase II promoter	1949	866	NA	NA	NA	NA
GO:0034314	Arp2/3 complex-mediated actin nucleation	104	2347	NA	NA	NA	NA
GO:0034355	NAD salvage	1065	1653	NA	NA	NA	NA
GO:0034389	lipid droplet organization	875	1810.5	383	926.5	884	884
GO:0034421	post-translational protein acetylation	1515	1251.5	NA	NA	NA	NA
GO:0034427	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	1182	1544	NA	NA	NA	NA
GO:0034434	sterol esterification	2409	447.5	NA	NA	NA	NA
GO:0034440	lipid oxidation	1306	1430	2827	136	1294	1294
GO:0034470	ncRNA processing	1115	1613	NA	NA	NA	NA
GO:0034473	U1 snRNA 3'-end processing	2318	533	NA	NA	NA	NA
GO:0034475	U4 snRNA 3'-end processing	2319	532	NA	NA	NA	NA
GO:0034476	U5 snRNA 3'-end processing	2320	530.5	NA	NA	NA	NA
GO:0034484	raffinose catabolic process	1666	1111.5	NA	NA	NA	NA
GO:0034497	protein localization to phagophore assembly site	1598	1171.5	NA	NA	NA	NA
GO:0034498	early endosome to Golgi transport	1152	1583	NA	NA	NA	NA
GO:0034504	protein localization to nucleus	1844	958.5	756	696	262.5	262.5
GO:0034508	centromere complex assembly	349	2218.5	NA	NA	NA	NA
GO:0034599	cellular response to oxidative stress	1204	1522	130	1030	492	492
GO:0034605	cellular response to heat	1204	1522	375	932	590	590
GO:0034613	cellular protein localization	424	2157	NA	NA	NA	NA
GO:0034614	cellular response to reactive oxygen species	726	1923.5	NA	NA	NA	NA
GO:0034620	cellular response to unfolded protein	822	1847	164	1014	833	833
GO:0034622	cellular protein-containing complex assembly	241	2280.5	110	1037	1243.5	1243.5
GO:0034625	fatty acid elongation, monounsaturated fatty acid	571	2046	500	858	1188	1188
GO:0034626	fatty acid elongation, polyunsaturated fatty acid	572	2043.5	501	857	1186.5	1186.5
GO:0034720	histone H3-K4 demethylation	734	1917	NA	NA	NA	NA
GO:0034727	piecemeal microautophagy of the nucleus	1761	1021	NA	NA	NA	NA
GO:0034728	nucleosome organization	1199	1529.5	NA	NA	NA	NA
GO:0034755	iron ion transmembrane transport	1017	1693	NA	NA	NA	NA
GO:0034765	regulation of ion transmembrane transport	1793	1000.5	NA	NA	NA	NA
GO:0034968	histone lysine methylation	1076	1641.5	NA	NA	NA	NA
GO:0034975	protein folding in endoplasmic reticulum	1811	987	NA	NA	NA	NA
GO:0034976	response to endoplasmic reticulum stress	1956	862	NA	NA	NA	NA
GO:0034982	mitochondrial protein processing	987	1719	NA	NA	NA	NA
GO:0035065	regulation of histone acetylation	2116	730.5	770	679	51.5	51.5
GO:0035066	positive regulation of histone acetylation	1438	1323	621	778.5	544.5	544.5
GO:0035067	negative regulation of histone acetylation	1110	1618	NA	NA	NA	NA
GO:0035194	post-transcriptional gene silencing by RNA	2113	733.5	NA	NA	NA	NA
GO:0035196	production of miRNAs involved in gene silencing by miRNA	1846	957	NA	NA	NA	NA
GO:0035264	multicellular organism growth	1488	1276.5	NA	NA	NA	NA
GO:0035265	organ growth	1275	1455	NA	NA	NA	NA
GO:0035266	meristem growth	1361	1387	NA	NA	NA	NA
GO:0035269	protein O-linked mannosylation	1605	1166.5	NA	NA	NA	NA
GO:0035304	regulation of protein dephosphorylation	2212	636.5	NA	NA	NA	NA
GO:0035308	negative regulation of protein dephosphorylation	1207	1518	NA	NA	NA	NA
GO:0035335	peptidyl-tyrosine dephosphorylation	1259	1473	NA	NA	NA	NA
GO:0035336	long-chain fatty-acyl-CoA metabolic process	896	1797	385	924	873	873
GO:0035344	hypoxanthine transport	767	1892	NA	NA	NA	NA
GO:0035407	histone H3-T11 phosphorylation	1368	1382.5	NA	NA	NA	NA
GO:0035434	copper ion transmembrane transport	604	2017.5	394	916.5	1101	1101
GO:0035435	phosphate ion transmembrane transport	1900	916.5	NA	NA	NA	NA
GO:0035436	triose phosphate transmembrane transport	2290	563.5	NA	NA	NA	NA
GO:0035461	vitamin transmembrane transport	2375	476	NA	NA	NA	NA
GO:0035493	SNARE complex assembly	2154	694	NA	NA	NA	NA
GO:0035494	SNARE complex disassembly	2994	236	NA	NA	NA	NA
GO:0035513	oxidative RNA demethylation	1254	1478	NA	NA	NA	NA
GO:0035556	intracellular signal transduction	6540	53	1884	247	-194	194
GO:0035670	plant-type ovary development	1347	1402	NA	NA	NA	NA
GO:0035674	tricarboxylic acid transmembrane transport	2281	569	NA	NA	NA	NA
GO:0035825	homologous recombination	754	1899	NA	NA	NA	NA
GO:0035865	cellular response to potassium ion	753	1900	NA	NA	NA	NA
GO:0035970	peptidyl-threonine dephosphorylation	1257	1476.5	677	738	738.5	738.5
GO:0035987	endodermal cell differentiation	806	1860.5	NA	NA	NA	NA
GO:0035999	tetrahydrofolate interconversion	2296	556	1653	294	262	262
GO:0036071	N-glycan fucosylation	1056	1661.5	758	694.5	967	967
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	1289	1443	NA	NA	NA	NA
GO:0036258	multivesicular body assembly	1171	1564	NA	NA	NA	NA
GO:0036261	7-methylguanosine cap hypermethylation	127	2332.5	NA	NA	NA	NA
GO:0036265	RNA (guanine-N7)-methylation	2069	761.5	NA	NA	NA	NA
GO:0036290	protein trans-autophosphorylation	1697	1074	NA	NA	NA	NA
GO:0036297	interstrand cross-link repair	864	1819	NA	NA	NA	NA
GO:0036444	calcium import into the mitochondrion	383	2187	NA	NA	NA	NA
GO:0036503	ERAD pathway	542	2073.5	NA	NA	NA	NA
GO:0040007	growth	701	1945	NA	NA	NA	NA
GO:0040008	regulation of growth	1839	960	1809	259	701	701
GO:0040009	regulation of growth rate	1888	930	NA	NA	NA	NA
GO:0040014	regulation of multicellular organism growth	1818	980	NA	NA	NA	NA
GO:0040029	regulation of gene expression, epigenetic	1768	1016	NA	NA	NA	NA
GO:0040034	regulation of development, heterochronic	1785	1007.5	NA	NA	NA	NA
GO:0042023	DNA endoreduplication	1832	968.5	215	999.5	-31	31
GO:0042026	protein refolding	2305	549.5	2242	192	357.5	357.5
GO:0042127	regulation of cell population proliferation	3192	204	1029	509.5	-305.5	305.5
GO:0042128	nitrate assimilation	1763	1018	NA	NA	NA	NA
GO:0042138	meiotic DNA double-strand break formation	926	1762	NA	NA	NA	NA
GO:0042147	retrograde transport, endosome to Golgi	3204	202	912	585	-383	383
GO:0042149	cellular response to glucose starvation	1021	1687	NA	NA	NA	NA
GO:0042176	regulation of protein catabolic process	1874	934.5	NA	NA	NA	NA
GO:0042177	negative regulation of protein catabolic process	2996	235	766	682	-447	447
GO:0042178	xenobiotic catabolic process	2384	467.5	NA	NA	NA	NA
GO:0042254	ribosome biogenesis	2691	335.5	918	578	-242.5	242.5
GO:0042255	ribosome assembly	2064	770	NA	NA	NA	NA
GO:0042273	ribosomal large subunit biogenesis	2897	262	916	580	-318	318
GO:0042276	error-prone translesion synthesis	543	2072	NA	NA	NA	NA
GO:0042325	regulation of phosphorylation	1831	970	NA	NA	NA	NA
GO:0042335	cuticle development	3650	157	1835	253	-96	96
GO:0042351	'de novo' GDP-L-fucose biosynthetic process	3	2394	NA	NA	NA	NA
GO:0042362	fat-soluble vitamin biosynthetic process	940	1747	NA	NA	NA	NA
GO:0042371	vitamin K biosynthetic process	2374	478.5	1583	312	166.5	166.5
GO:0042372	phylloquinone biosynthetic process	1326	1416	1906	244	1172	1172
